stable_z_m,predicted_z_m,residual_m,abs_residual_m,nearest_neighbor_m,n_neighbors
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.4789999999998,-2.2737367544323206e-13,2.2737367544323206e-13,20.0,8
1552.479,1552.479,0.0,0.0,20.0,8
1552.479,1552.775843956709,0.29684395670892627,0.29684395670892627,20.0,8
1553.3285714285714,1553.2811377078108,-0.04743372076063679,0.04743372076063679,20.0,8
1553.6950000000002,1553.1123830312,-0.5826169688002665,0.5826169688002665,20.0,8
1553.6308333333334,1553.0586343370926,-0.5721989962407861,0.5721989962407861,20.0,8
1553.7816666666668,1552.8467207208105,-0.9349459458562706,0.9349459458562706,20.0,8
1552.479,1552.634332777458,0.15533277745794294,0.15533277745794294,28.284271247461902,8
1553.98125,1552.6006817576656,-1.3805682423344479,1.3805682423344479,20.0,8
1553.57,1553.1214141487271,-0.44858585127281003,0.44858585127281003,20.0,4
