model,variable,quantile,obs_value,cmip_value,difference,relative_difference_pct
UKESM1-0-LL,shortwave,0.25,16.740133504729148,19.054026198690444,2.3138926939612965,13.822426764443744
UKESM1-0-LL,shortwave,0.5,19.14489942046432,20.626412353115395,1.481512932651075,7.7384210807995135
UKESM1-0-LL,shortwave,0.75,21.47965527773001,22.422599571353103,0.9429442936230927,4.3899414652186355
UKESM1-0-LL,shortwave,0.9,23.61945787306535,24.01986454245646,0.4004066693911099,1.6952407271282761
UKESM1-0-LL,shortwave,0.95,24.823127847501073,24.920740067078636,0.09761221957756305,0.3932309424389868
UKESM1-0-LL,shortwave,0.99,26.853095109922613,26.590522536308914,-0.26257257361369923,-0.9778112077541289
UKESM1-0-LL,longwave,0.01,26.889406656990545,25.29709561172836,-1.5923110452621856,-5.9217039095514075
UKESM1-0-LL,longwave,0.05,28.27366862738607,26.380559032002434,-1.8931095953836348,-6.6956630932214996
UKESM1-0-LL,longwave,0.1,29.013446756577814,26.90989396356301,-2.103552793014803,-7.250268507094537
UKESM1-0-LL,longwave,0.25,30.238961359415303,27.794878126200693,-2.4440832332146094,-8.082563432535396
UKESM1-0-LL,longwave,0.5,31.45313495571797,28.625953912653692,-2.8271810430642788,-8.988550893399312
UKESM1-0-LL,longwave,0.75,32.26054012532244,29.13067343429816,-3.129866691024283,-9.701842185114376
UKESM1-0-LL,longwave,0.9,32.80311042321582,29.469472136430586,-3.3336382867852343,-10.16256764610319
UKESM1-0-LL,longwave,0.95,33.08532702089423,29.65633317398822,-3.428993846906014,-10.364092350486716
UKESM1-0-LL,longwave,0.99,33.60379732077386,29.995040627209278,-3.6087566935645796,-10.739133613728967
UKESM1-0-LL,wind,0.01,0.12362079876653172,1.154324199195768,1.0307034004292364,833.7621263682388
UKESM1-0-LL,wind,0.05,0.21661594904492043,1.3892290673946424,1.172613118349722,541.3327705184594
UKESM1-0-LL,wind,0.1,0.28935312804449365,1.5549767149602132,1.2656235869157195,437.397582486513
UKESM1-0-LL,wind,0.25,0.4523419982740058,1.8787210933823404,1.4263790951083346,315.33200555131884
UKESM1-0-LL,wind,0.5,0.7499348093163911,2.39311400853871,1.6431791992223188,219.10960510289843
UKESM1-0-LL,wind,0.75,1.1569305560826137,3.235294389594448,2.078363833511834,179.64464872889252
UKESM1-0-LL,wind,0.9,1.5341475522071901,4.626762215296432,3.0926146630892415,201.5852164050239
UKESM1-0-LL,wind,0.95,1.7712679477171462,5.671981125711742,3.9007131779945956,220.22151888549277
UKESM1-0-LL,wind,0.99,2.290385645051189,7.259513494121572,4.969127849070383,216.95594625329244
